price_lakhs,area_sqft,bedrooms,bathrooms,location,property_type,furnishing,parking,year_built,city,property_age,age_decade,is_new_build,area_per_bedroom,bath_to_bed_ratio,price_per_sqft,size_category,price_segment,value_score,has_parking,amenity_score,city_tier,city_avg_price,location_price_rank
88.19,2170,3,4,Koregaon Park,Villa,Furnished,1,2006,Pune,20,2000,0,723.3,1.33,4064.06,Large,Mid-Range,24.61,1,2.0,2,72.89,23
57.27,2062,4,5,Hadapsar,Apartment,Semi-Furnished,2,1998,Pune,28,1990,0,515.5,1.25,2777.4,Large,Mid-Range,36.0,1,2.5,2,72.89,34
27.45,734,3,4,Kukatpally,Apartment,Semi-Furnished,1,2012,Hyderabad,14,2010,0,244.7,1.33,3739.78,Compact,Affordable,26.74,1,1.5,2,76.19,24
154.01,3732,3,3,Hebbal,Villa,Furnished,1,2007,Bangalore,19,2000,0,1244.0,1.0,4126.74,Extra Large,Luxury,24.23,1,2.0,1,84.53,18
69.59,1728,3,3,Porur,Apartment,Furnished,0,2015,Chennai,11,2010,0,576.0,1.0,4027.2,Medium,Mid-Range,24.83,0,1.0,2,71.75,37
94.3,1941,4,5,Yelahanka,Independent House,Semi-Furnished,2,2003,Bangalore,23,2000,0,485.2,1.25,4858.32,Large,Mid-Range,20.58,1,2.5,1,84.53,19
55.82,1376,2,2,Kothrud,Apartment,Furnished,1,2006,Pune,20,2000,0,688.0,1.0,4056.69,Medium,Mid-Range,24.65,1,2.0,2,72.89,31
43.79,500,1,2,BTM Layout,Apartment,Unfurnished,2,1995,Bangalore,31,1990,0,500.0,2.0,8758.0,Compact,Affordable,11.42,1,2.0,1,84.53,14
207.12,2640,3,3,Goregaon,Villa,Furnished,1,2009,Mumbai,17,2000,0,880.0,1.0,7845.45,Large,Luxury,12.75,1,2.0,1,145.65,5
84.08,1884,2,2,Begumpet,Independent House,Furnished,1,2020,Hyderabad,6,2020,1,942.0,1.0,4462.85,Large,Mid-Range,22.41,1,2.0,2,76.19,35
44.39,500,1,1,Gachibowli,Apartment,Semi-Furnished,0,1996,Hyderabad,30,1990,0,500.0,1.0,8878.0,Compact,Affordable,11.26,0,0.5,2,76.19,16
68.94,1941,3,4,Kukatpally,Independent House,Unfurnished,1,2008,Hyderabad,18,2000,0,647.0,1.33,3551.78,Large,Mid-Range,28.15,1,1.0,2,76.19,24
95.33,2742,4,4,Viman Nagar,Villa,Semi-Furnished,1,1998,Pune,28,1990,0,685.5,1.0,3476.66,Large,Mid-Range,28.76,1,1.5,2,72.89,20
48.55,850,2,3,JP Nagar,Apartment,Semi-Furnished,1,2014,Bangalore,12,2010,0,425.0,1.5,5711.76,Compact,Affordable,17.51,1,1.5,1,84.53,13
74.02,1996,3,3,Pimpri,Apartment,Semi-Furnished,2,2024,Pune,2,2020,1,665.3,1.0,3708.42,Large,Mid-Range,26.97,1,2.5,2,72.89,39
62.02,1929,2,2,Begumpet,Apartment,Semi-Furnished,1,2007,Hyderabad,19,2000,0,964.5,1.0,3215.14,Large,Mid-Range,31.1,1,1.5,2,76.19,35
125.77,1509,4,4,Powai,Independent House,Semi-Furnished,1,2022,Mumbai,4,2020,1,377.2,1.0,8334.66,Medium,Premium,12.0,1,1.5,1,145.65,4
119.77,3028,2,2,Hitech City,Villa,Furnished,1,2009,Hyderabad,17,2000,0,1514.0,1.0,3955.42,Extra Large,Premium,25.28,1,2.0,2,76.19,17
52.27,543,3,3,Sholinganallur,Apartment,Semi-Furnished,2,2024,Chennai,2,2020,1,181.0,1.0,9626.15,Compact,Mid-Range,10.39,1,2.5,2,71.75,27
89.78,2942,4,4,Baner,Villa,Unfurnished,1,1995,Pune,31,1990,0,735.5,1.0,3051.67,Extra Large,Mid-Range,32.77,1,1.0,2,72.89,30
76.91,1617,2,2,Hinjewadi,Independent House,Semi-Furnished,2,2003,Pune,23,2000,0,808.5,1.0,4756.34,Medium,Mid-Range,21.02,1,2.5,2,72.89,25
151.38,1798,3,3,Borivali,Villa,Furnished,1,2016,Mumbai,10,2010,0,599.3,1.0,8419.35,Medium,Luxury,11.88,1,2.0,1,145.65,7
78.65,2201,1,1,Kothrud,Villa,Furnished,2,1998,Pune,28,1990,0,2201.0,1.0,3573.38,Large,Mid-Range,27.98,1,3.0,2,72.89,31
63.1,1216,3,2,JP Nagar,Apartment,Semi-Furnished,0,2003,Bangalore,23,2000,0,405.3,0.67,5189.14,Medium,Mid-Range,19.27,0,0.5,1,84.53,13
149.97,1689,4,4,Borivali,Apartment,Furnished,0,2006,Mumbai,20,2000,0,422.2,1.0,8879.22,Medium,Premium,11.26,0,1.0,1,145.65,7
61.89,1749,3,3,Porur,Independent House,Unfurnished,1,2011,Chennai,15,2010,0,583.0,1.0,3538.59,Medium,Mid-Range,28.26,1,1.0,2,71.75,37
37.14,500,2,2,Yelahanka,Apartment,Semi-Furnished,1,1995,Bangalore,31,1990,0,250.0,1.0,7428.0,Compact,Affordable,13.46,1,1.5,1,84.53,19
154.91,3717,2,2,Electronic City,Independent House,Semi-Furnished,1,2021,Bangalore,5,2020,1,1858.5,1.0,4167.61,Extra Large,Luxury,23.99,1,1.5,1,84.53,10
103.03,2382,3,3,Banjara Hills,Villa,Furnished,1,2008,Hyderabad,18,2000,0,794.0,1.0,4325.36,Large,Premium,23.12,1,2.0,2,76.19,15
61.95,1502,2,2,Hadapsar,Independent House,Furnished,2,1999,Pune,27,1990,0,751.0,1.0,4124.5,Medium,Mid-Range,24.25,1,3.0,2,72.89,34
135.86,1480,2,2,Goregaon,Apartment,Furnished,1,2007,Mumbai,19,2000,0,740.0,1.0,9179.73,Medium,Premium,10.89,1,2.0,1,145.65,5
41.5,776,1,1,Baner,Apartment,Furnished,1,2000,Pune,26,2000,0,776.0,1.0,5347.94,Compact,Affordable,18.7,1,2.0,2,72.89,30
91.91,2656,1,1,LB Nagar,Independent House,Furnished,1,2024,Hyderabad,2,2020,1,2656.0,1.0,3460.47,Large,Mid-Range,28.9,1,2.0,2,76.19,38
66.45,698,4,4,Electronic City,Apartment,Unfurnished,2,2023,Bangalore,3,2020,1,174.5,1.0,9520.06,Compact,Mid-Range,10.5,1,2.0,1,84.53,10
52.69,1097,1,2,Wakad,Apartment,Semi-Furnished,2,2013,Pune,13,2010,0,1097.0,2.0,4803.1,Medium,Mid-Range,20.82,1,2.5,2,72.89,28
47.96,1092,3,3,Velachery,Apartment,Furnished,2,2005,Chennai,21,2000,0,364.0,1.0,4391.94,Medium,Affordable,22.77,1,3.0,2,71.75,33
27.45,500,2,2,Navi Mumbai,Apartment,Semi-Furnished,2,1995,Mumbai,31,1990,0,250.0,1.0,5490.0,Compact,Affordable,18.21,1,2.5,1,145.65,8
60.71,917,1,2,Whitefield,Apartment,Furnished,2,2004,Bangalore,22,2000,0,917.0,2.0,6620.5,Compact,Mid-Range,15.1,1,3.0,1,84.53,11
96.97,2504,3,2,Viman Nagar,Independent House,Semi-Furnished,0,1995,Pune,31,1990,0,834.7,0.67,3872.6,Large,Mid-Range,25.82,0,0.5,2,72.89,20
67.36,1346,3,4,Banjara Hills,Apartment,Semi-Furnished,1,2019,Hyderabad,7,2010,1,448.7,1.33,5004.46,Medium,Mid-Range,19.98,1,1.5,2,76.19,15
84.52,2000,4,5,Gachibowli,Apartment,Semi-Furnished,0,2011,Hyderabad,15,2010,0,500.0,1.25,4226.0,Large,Mid-Range,23.66,0,0.5,2,76.19,16
105.89,2927,3,3,Hitech City,Villa,Furnished,1,1997,Hyderabad,29,1990,0,975.7,1.0,3617.7,Extra Large,Premium,27.64,1,2.0,2,76.19,17
103.44,3288,1,2,Kukatpally,Villa,Unfurnished,1,2013,Hyderabad,13,2010,0,3288.0,2.0,3145.99,Extra Large,Premium,31.79,1,1.0,2,76.19,24
94.65,2334,4,3,Whitefield,Independent House,Unfurnished,1,1999,Bangalore,27,1990,0,583.5,0.75,4055.27,Large,Mid-Range,24.66,1,1.0,1,84.53,11
86.97,2835,4,5,Kukatpally,Independent House,Unfurnished,0,2010,Hyderabad,16,2010,0,708.8,1.25,3067.72,Extra Large,Mid-Range,32.6,0,0.0,2,76.19,24
76.11,1836,1,1,T Nagar,Independent House,Unfurnished,0,2008,Chennai,18,2000,0,1836.0,1.0,4145.42,Large,Mid-Range,24.12,0,0.0,2,71.75,36
97.22,3109,1,1,Tambaram,Independent House,Unfurnished,2,2019,Chennai,7,2010,1,3109.0,1.0,3127.05,Extra Large,Mid-Range,31.98,1,2.0,2,71.75,40
118.16,500,2,3,Andheri,Apartment,Furnished,2,2020,Mumbai,6,2020,1,250.0,1.5,23632.0,Compact,Premium,4.23,1,3.0,1,145.65,3
29.88,695,1,1,Koramangala,Apartment,Unfurnished,2,2014,Bangalore,12,2010,0,695.0,1.0,4299.28,Compact,Affordable,23.26,1,2.0,1,84.53,9
57.33,1067,2,3,Kukatpally,Apartment,Furnished,0,2014,Hyderabad,12,2010,0,533.5,1.5,5373.01,Medium,Mid-Range,18.61,0,1.0,2,76.19,24
62.59,2006,3,3,OMR,Independent House,Furnished,1,2012,Chennai,14,2010,0,668.7,1.0,3120.14,Large,Mid-Range,32.05,1,2.0,2,71.75,29
207.83,2633,3,3,Bandra,Villa,Unfurnished,1,2010,Mumbai,16,2010,0,877.7,1.0,7893.28,Large,Luxury,12.67,1,1.0,1,145.65,2
67.42,915,3,4,Hadapsar,Apartment,Furnished,1,2020,Pune,6,2020,1,305.0,1.33,7368.31,Compact,Mid-Range,13.57,1,2.0,2,72.89,34
31.67,500,3,3,T Nagar,Apartment,Unfurnished,1,2010,Chennai,16,2010,0,166.7,1.0,6334.0,Compact,Affordable,15.79,1,1.0,2,71.75,36
75.18,1361,3,3,Indiranagar,Apartment,Furnished,1,2004,Bangalore,22,2000,0,453.7,1.0,5523.88,Medium,Mid-Range,18.1,1,2.0,1,84.53,12
95.13,1027,3,3,Powai,Apartment,Unfurnished,1,2014,Mumbai,12,2010,0,342.3,1.0,9262.9,Medium,Mid-Range,10.8,1,1.0,1,145.65,4
104.25,2009,3,3,Electronic City,Independent House,Furnished,2,2019,Bangalore,7,2010,1,669.7,1.0,5189.15,Large,Premium,19.27,1,3.0,1,84.53,10
86.77,2977,4,5,Porur,Villa,Furnished,0,2022,Chennai,4,2020,1,744.2,1.25,2914.68,Extra Large,Mid-Range,34.31,0,1.0,2,71.75,37
31.26,500,2,2,Porur,Apartment,Unfurnished,2,1998,Chennai,28,1990,0,250.0,1.0,6252.0,Compact,Affordable,15.99,1,2.0,2,71.75,37
50.36,828,3,2,Velachery,Apartment,Furnished,1,2020,Chennai,6,2020,1,276.0,0.67,6082.13,Compact,Mid-Range,16.44,1,2.0,2,71.75,33
35.21,685,2,2,Koregaon Park,Apartment,Unfurnished,1,1998,Pune,28,1990,0,342.5,1.0,5140.15,Compact,Affordable,19.45,1,1.0,2,72.89,23
41.09,500,4,4,T Nagar,Apartment,Furnished,1,2000,Chennai,26,2000,0,125.0,1.0,8218.0,Compact,Affordable,12.17,1,2.0,2,71.75,36
81.5,2277,4,4,Kukatpally,Villa,Furnished,0,2024,Hyderabad,2,2020,1,569.2,1.0,3579.27,Large,Mid-Range,27.94,0,1.0,2,76.19,24
67.82,730,4,5,Thane,Apartment,Unfurnished,2,2011,Mumbai,15,2010,0,182.5,1.25,9290.41,Compact,Mid-Range,10.76,1,2.0,1,145.65,6
164.09,2870,1,1,Navi Mumbai,Independent House,Furnished,1,2014,Mumbai,12,2010,0,2870.0,1.0,5717.42,Extra Large,Luxury,17.49,1,2.0,1,145.65,8
208.99,2893,2,2,Goregaon,Independent House,Furnished,1,2022,Mumbai,4,2020,1,1446.5,1.0,7223.99,Extra Large,Luxury,13.84,1,2.0,1,145.65,5
71.23,2039,2,1,Madhapur,Independent House,Unfurnished,0,2005,Hyderabad,21,2000,0,1019.5,0.5,3493.38,Large,Mid-Range,28.63,0,0.0,2,76.19,26
81.23,1957,2,1,JP Nagar,Independent House,Semi-Furnished,1,2003,Bangalore,23,2000,0,978.5,0.5,4150.74,Large,Mid-Range,24.09,1,1.5,1,84.53,13
93.86,2469,3,4,Hebbal,Villa,Semi-Furnished,1,2005,Bangalore,21,2000,0,823.0,1.33,3801.54,Large,Mid-Range,26.31,1,1.5,1,84.53,18
82.4,2324,2,2,Sholinganallur,Independent House,Unfurnished,1,2012,Chennai,14,2010,0,1162.0,1.0,3545.61,Large,Mid-Range,28.2,1,1.0,2,71.75,27
55.76,1518,2,2,Yelahanka,Apartment,Unfurnished,0,1997,Bangalore,29,1990,0,759.0,1.0,3673.25,Medium,Mid-Range,27.22,0,0.0,1,84.53,19
88.66,2798,3,3,Velachery,Villa,Furnished,1,2012,Chennai,14,2010,0,932.7,1.0,3168.69,Large,Mid-Range,31.56,1,2.0,2,71.75,33
59.41,828,2,3,Andheri,Apartment,Furnished,1,1999,Mumbai,27,1990,0,414.0,1.5,7175.12,Compact,Mid-Range,13.94,1,2.0,1,145.65,3
69.24,562,3,4,Thane,Apartment,Unfurnished,1,1996,Mumbai,30,1990,0,187.3,1.33,12320.28,Compact,Mid-Range,8.12,1,1.0,1,145.65,6
21.61,500,4,5,Electronic City,Apartment,Unfurnished,1,2000,Bangalore,26,2000,0,125.0,1.25,4322.0,Compact,Affordable,23.14,1,1.0,1,84.53,10
48.77,1321,3,3,Pimpri,Apartment,Furnished,1,1998,Pune,28,1990,0,440.3,1.0,3691.9,Medium,Affordable,27.09,1,2.0,2,72.89,39
64.43,1279,1,2,Whitefield,Apartment,Semi-Furnished,1,2001,Bangalore,25,2000,0,1279.0,2.0,5037.53,Medium,Mid-Range,19.85,1,1.5,1,84.53,11
150.84,2562,3,3,Thane,Independent House,Unfurnished,1,1999,Mumbai,27,1990,0,854.0,1.0,5887.59,Large,Luxury,16.98,1,1.0,1,145.65,6
136.14,3338,2,2,Gachibowli,Villa,Furnished,2,2016,Hyderabad,10,2010,0,1669.0,1.0,4078.49,Extra Large,Premium,24.52,1,3.0,2,76.19,16
80.85,2233,2,1,Madhapur,Independent House,Semi-Furnished,0,2020,Hyderabad,6,2020,1,1116.5,0.5,3620.69,Large,Mid-Range,27.62,0,0.5,2,76.19,26
53.74,764,1,1,Begumpet,Apartment,Unfurnished,1,2023,Hyderabad,3,2020,1,764.0,1.0,7034.03,Compact,Mid-Range,14.22,1,1.0,2,76.19,35
80.31,1527,1,2,Velachery,Independent House,Furnished,1,2016,Chennai,10,2010,0,1527.0,2.0,5259.33,Medium,Mid-Range,19.01,1,2.0,2,71.75,33
219.24,2455,4,3,Worli,Independent House,Unfurnished,1,1995,Mumbai,31,1990,0,613.8,0.75,8930.35,Large,Luxury,11.2,1,1.0,1,145.65,1
51.9,1094,3,3,Kukatpally,Apartment,Unfurnished,1,2009,Hyderabad,17,2000,0,364.7,1.0,4744.06,Medium,Mid-Range,21.08,1,1.0,2,76.19,24
59.39,1535,2,2,Anna Nagar,Apartment,Unfurnished,2,2016,Chennai,10,2010,0,767.5,1.0,3869.06,Medium,Mid-Range,25.85,1,2.0,2,71.75,22
37.92,500,3,3,Whitefield,Apartment,Furnished,1,2019,Bangalore,7,2010,1,166.7,1.0,7584.0,Compact,Affordable,13.19,1,2.0,1,84.53,11
28.48,500,1,1,OMR,Apartment,Semi-Furnished,1,2005,Chennai,21,2000,0,500.0,1.0,5696.0,Compact,Affordable,17.56,1,1.5,2,71.75,29
49.85,647,4,4,Porur,Apartment,Furnished,0,2010,Chennai,16,2010,0,161.8,1.0,7704.79,Compact,Affordable,12.98,0,1.0,2,71.75,37
41.19,500,2,2,Viman Nagar,Apartment,Furnished,1,1999,Pune,27,1990,0,250.0,1.0,8238.0,Compact,Affordable,12.14,1,2.0,2,72.89,20
45.1,821,4,4,Hinjewadi,Apartment,Semi-Furnished,2,2016,Pune,10,2010,0,205.2,1.0,5493.3,Compact,Affordable,18.2,1,2.5,2,72.89,25
93.63,2641,4,5,Yelahanka,Villa,Furnished,1,2007,Bangalore,19,2000,0,660.2,1.25,3545.25,Large,Mid-Range,28.21,1,2.0,1,84.53,19
51.9,1248,1,1,OMR,Apartment,Semi-Furnished,2,2009,Chennai,17,2000,0,1248.0,1.0,4158.65,Medium,Mid-Range,24.05,1,2.5,2,71.75,29
126.52,3072,2,2,Banjara Hills,Independent House,Furnished,2,1998,Hyderabad,28,1990,0,1536.0,1.0,4118.49,Extra Large,Premium,24.28,1,3.0,2,76.19,15
91.77,2248,3,4,Anna Nagar,Independent House,Furnished,1,2012,Chennai,14,2010,0,749.3,1.33,4082.3,Large,Mid-Range,24.5,1,2.0,2,71.75,22
128.03,1199,3,4,Worli,Apartment,Unfurnished,1,2010,Mumbai,16,2010,0,399.7,1.33,10678.07,Medium,Premium,9.36,1,1.0,1,145.65,1
148.25,1843,1,2,Worli,Apartment,Unfurnished,1,2004,Mumbai,22,2000,0,1843.0,2.0,8043.95,Large,Premium,12.43,1,1.0,1,145.65,1
101.76,2735,1,2,Koregaon Park,Villa,Unfurnished,0,2022,Pune,4,2020,1,2735.0,2.0,3720.66,Large,Premium,26.88,0,0.0,2,72.89,23
113.93,1298,4,4,Bandra,Apartment,Furnished,1,1995,Mumbai,31,1990,0,324.5,1.0,8777.35,Medium,Premium,11.39,1,2.0,1,145.65,2
49.5,1025,3,4,Viman Nagar,Apartment,Unfurnished,1,2021,Pune,5,2020,1,341.7,1.33,4829.27,Medium,Affordable,20.71,1,1.0,2,72.89,20
113.3,2671,3,4,Whitefield,Villa,Unfurnished,1,1998,Bangalore,28,1990,0,890.3,1.33,4241.86,Large,Premium,23.57,1,1.0,1,84.53,11
41.71,689,2,2,T Nagar,Apartment,Furnished,1,2007,Chennai,19,2000,0,344.5,1.0,6053.7,Compact,Affordable,16.52,1,2.0,2,71.75,36
102.77,2646,1,1,JP Nagar,Villa,Semi-Furnished,0,2017,Bangalore,9,2010,0,2646.0,1.0,3883.98,Large,Premium,25.75,0,0.5,1,84.53,13
47.06,936,1,1,Wakad,Apartment,Unfurnished,2,2004,Pune,22,2000,0,936.0,1.0,5027.78,Compact,Affordable,19.89,1,2.0,2,72.89,28
83.95,2147,1,1,Viman Nagar,Villa,Furnished,2,2009,Pune,17,2000,0,2147.0,1.0,3910.11,Large,Mid-Range,25.57,1,3.0,2,72.89,20
73.75,1464,1,1,Indiranagar,Apartment,Unfurnished,1,2019,Bangalore,7,2010,1,1464.0,1.0,5037.57,Medium,Mid-Range,19.85,1,1.0,1,84.53,12
60.53,1219,2,2,JP Nagar,Apartment,Semi-Furnished,0,2014,Bangalore,12,2010,0,609.5,1.0,4965.55,Medium,Mid-Range,20.14,0,0.5,1,84.53,13
135.3,2107,2,2,Navi Mumbai,Villa,Furnished,1,2014,Mumbai,12,2010,0,1053.5,1.0,6421.45,Large,Premium,15.57,1,2.0,1,145.65,8
78.7,1442,2,2,Banjara Hills,Villa,Furnished,0,2007,Hyderabad,19,2000,0,721.0,1.0,5457.7,Medium,Mid-Range,18.32,0,1.0,2,76.19,15
156.21,2257,3,2,Powai,Villa,Unfurnished,1,1996,Mumbai,30,1990,0,752.3,0.67,6921.13,Large,Luxury,14.45,1,1.0,1,145.65,4
30.14,973,1,1,Pimpri,Apartment,Semi-Furnished,2,2005,Pune,21,2000,0,973.0,1.0,3097.64,Compact,Affordable,32.28,1,2.5,2,72.89,39
191.41,2116,2,3,Worli,Independent House,Furnished,1,1996,Mumbai,30,1990,0,1058.0,1.5,9045.84,Large,Luxury,11.05,1,2.0,1,145.65,1
105.56,2527,3,3,Whitefield,Villa,Unfurnished,1,1998,Bangalore,28,1990,0,842.3,1.0,4177.29,Large,Premium,23.94,1,1.0,1,84.53,11
109.68,3196,2,1,Kothrud,Villa,Unfurnished,2,2018,Pune,8,2010,1,1598.0,0.5,3431.79,Extra Large,Premium,29.14,1,2.0,2,72.89,31
101.74,1612,3,2,Borivali,Apartment,Semi-Furnished,2,2004,Mumbai,22,2000,0,537.3,0.67,6311.41,Medium,Premium,15.84,1,2.5,1,145.65,7
41.4,916,1,1,Anna Nagar,Apartment,Furnished,1,1997,Chennai,29,1990,0,916.0,1.0,4519.65,Compact,Affordable,22.13,1,2.0,2,71.75,22
76.15,2303,2,2,Sholinganallur,Villa,Furnished,2,2006,Chennai,20,2000,0,1151.5,1.0,3306.56,Large,Mid-Range,30.24,1,3.0,2,71.75,27
72.1,1626,3,4,Begumpet,Villa,Semi-Furnished,1,2004,Hyderabad,22,2000,0,542.0,1.33,4434.19,Medium,Mid-Range,22.55,1,1.5,2,76.19,35
124.83,3091,1,2,Gachibowli,Independent House,Semi-Furnished,2,2009,Hyderabad,17,2000,0,3091.0,2.0,4038.5,Extra Large,Premium,24.76,1,2.5,2,76.19,16
47.68,1294,4,4,Hitech City,Apartment,Unfurnished,1,2023,Hyderabad,3,2020,1,323.5,1.0,3684.7,Medium,Affordable,27.14,1,1.0,2,76.19,17
83.57,2239,3,3,Velachery,Independent House,Unfurnished,0,2003,Chennai,23,2000,0,746.3,1.0,3732.47,Large,Mid-Range,26.79,0,0.0,2,71.75,33
67.74,2194,3,2,Pimpri,Independent House,Furnished,2,2019,Pune,7,2010,1,731.3,0.67,3087.51,Large,Mid-Range,32.39,1,3.0,2,72.89,39
55.34,1158,4,4,Hinjewadi,Apartment,Semi-Furnished,1,2007,Pune,19,2000,0,289.5,1.0,4778.93,Medium,Mid-Range,20.93,1,1.5,2,72.89,25
79.78,2012,3,4,Adyar,Apartment,Semi-Furnished,2,2014,Chennai,12,2010,0,670.7,1.33,3965.21,Large,Mid-Range,25.22,1,2.5,2,71.75,21
88.5,2154,1,1,Koregaon Park,Villa,Semi-Furnished,1,2019,Pune,7,2010,1,2154.0,1.0,4108.64,Large,Mid-Range,24.34,1,1.5,2,72.89,23
137.23,2942,3,4,Hebbal,Independent House,Furnished,2,2021,Bangalore,5,2020,1,980.7,1.33,4664.51,Extra Large,Premium,21.44,1,3.0,1,84.53,18
43.61,911,1,1,Viman Nagar,Apartment,Furnished,1,2006,Pune,20,2000,0,911.0,1.0,4787.05,Compact,Affordable,20.89,1,2.0,2,72.89,20
73.0,1518,3,3,OMR,Independent House,Semi-Furnished,0,2012,Chennai,14,2010,0,506.0,1.0,4808.96,Medium,Mid-Range,20.79,0,0.5,2,71.75,29
43.13,500,1,1,Hitech City,Apartment,Unfurnished,1,2023,Hyderabad,3,2020,1,500.0,1.0,8626.0,Compact,Affordable,11.59,1,1.0,2,76.19,17
55.32,1242,1,1,Anna Nagar,Apartment,Unfurnished,0,2017,Chennai,9,2010,0,1242.0,1.0,4454.11,Medium,Mid-Range,22.45,0,0.0,2,71.75,22
83.72,2264,3,4,Kothrud,Independent House,Furnished,0,2013,Pune,13,2010,0,754.7,1.33,3697.88,Large,Mid-Range,27.04,0,1.0,2,72.89,31
75.83,2107,2,3,Kothrud,Apartment,Furnished,1,2018,Pune,8,2010,1,1053.5,1.5,3598.96,Large,Mid-Range,27.79,1,2.0,2,72.89,31
51.0,1160,3,3,Hadapsar,Apartment,Semi-Furnished,1,2016,Pune,10,2010,0,386.7,1.0,4396.55,Medium,Mid-Range,22.75,1,1.5,2,72.89,34
77.67,1725,1,1,Adyar,Independent House,Furnished,1,2010,Chennai,16,2010,0,1725.0,1.0,4502.61,Medium,Mid-Range,22.21,1,2.0,2,71.75,21
77.3,2686,2,2,Velachery,Villa,Furnished,0,2002,Chennai,24,2000,0,1343.0,1.0,2877.89,Large,Mid-Range,34.75,0,1.0,2,71.75,33
37.37,1012,3,3,Begumpet,Apartment,Unfurnished,1,2005,Hyderabad,21,2000,0,337.3,1.0,3692.69,Medium,Affordable,27.08,1,1.0,2,76.19,35
88.52,2290,1,1,Velachery,Apartment,Furnished,2,2000,Chennai,26,2000,0,2290.0,1.0,3865.5,Large,Mid-Range,25.87,1,3.0,2,71.75,33
35.04,500,4,4,Hinjewadi,Apartment,Unfurnished,1,1998,Pune,28,1990,0,125.0,1.0,7008.0,Compact,Affordable,14.27,1,1.0,2,72.89,25
36.71,500,4,4,T Nagar,Apartment,Semi-Furnished,1,2018,Chennai,8,2010,1,125.0,1.0,7342.0,Compact,Affordable,13.62,1,1.5,2,71.75,36
43.67,892,4,4,Begumpet,Apartment,Semi-Furnished,1,2018,Hyderabad,8,2010,1,223.0,1.0,4895.74,Compact,Affordable,20.43,1,1.5,2,76.19,35
55.23,865,4,4,Banjara Hills,Apartment,Furnished,2,1995,Hyderabad,31,1990,0,216.2,1.0,6384.97,Compact,Mid-Range,15.66,1,3.0,2,76.19,15
175.37,2446,1,1,Goregaon,Independent House,Unfurnished,0,2019,Mumbai,7,2010,1,2446.0,1.0,7169.66,Large,Luxury,13.95,0,0.0,1,145.65,5
40.96,1021,1,1,Baner,Apartment,Furnished,1,2003,Pune,23,2000,0,1021.0,1.0,4011.75,Medium,Affordable,24.93,1,2.0,2,72.89,30
109.97,2822,1,1,Wakad,Villa,Semi-Furnished,1,2005,Pune,21,2000,0,2822.0,1.0,3896.88,Extra Large,Premium,25.66,1,1.5,2,72.89,28
111.38,3072,1,2,Porur,Independent House,Semi-Furnished,1,2019,Chennai,7,2010,1,3072.0,2.0,3625.65,Extra Large,Premium,27.58,1,1.5,2,71.75,37
105.01,2517,1,1,Koramangala,Independent House,Furnished,1,1999,Bangalore,27,1990,0,2517.0,1.0,4172.03,Large,Premium,23.97,1,2.0,1,84.53,9
50.78,1237,2,3,Koregaon Park,Apartment,Unfurnished,1,1996,Pune,30,1990,0,618.5,1.5,4105.09,Medium,Mid-Range,24.36,1,1.0,2,72.89,23
123.92,3303,2,2,Yelahanka,Villa,Unfurnished,0,2011,Bangalore,15,2010,0,1651.5,1.0,3751.74,Extra Large,Premium,26.65,0,0.0,1,84.53,19
96.74,1127,2,2,Navi Mumbai,Apartment,Unfurnished,1,2004,Mumbai,22,2000,0,563.5,1.0,8583.85,Medium,Mid-Range,11.65,1,1.0,1,145.65,8
81.03,1834,4,4,JP Nagar,Independent House,Furnished,0,2015,Bangalore,11,2010,0,458.5,1.0,4418.21,Large,Mid-Range,22.63,0,1.0,1,84.53,13
71.12,1406,3,4,Anna Nagar,Apartment,Furnished,1,2019,Chennai,7,2010,1,468.7,1.33,5058.32,Medium,Mid-Range,19.77,1,2.0,2,71.75,22
40.82,500,2,3,Indiranagar,Apartment,Unfurnished,2,2005,Bangalore,21,2000,0,250.0,1.5,8164.0,Compact,Affordable,12.25,1,2.0,1,84.53,12
94.37,2519,3,4,Kondapur,Independent House,Furnished,2,1996,Hyderabad,30,1990,0,839.7,1.33,3746.33,Large,Mid-Range,26.69,1,3.0,2,76.19,32
210.98,3401,2,2,Borivali,Independent House,Unfurnished,0,2004,Mumbai,22,2000,0,1700.5,1.0,6203.47,Extra Large,Luxury,16.12,0,0.0,1,145.65,7
111.12,500,2,2,Powai,Apartment,Unfurnished,1,2024,Mumbai,2,2020,1,250.0,1.0,22224.0,Compact,Premium,4.5,1,1.0,1,145.65,4
68.96,1537,3,3,Whitefield,Apartment,Furnished,0,2020,Bangalore,6,2020,1,512.3,1.0,4486.66,Medium,Mid-Range,22.29,0,1.0,1,84.53,11
67.73,2216,3,3,Kothrud,Villa,Unfurnished,2,1995,Pune,31,1990,0,738.7,1.0,3056.41,Large,Mid-Range,32.72,1,2.0,2,72.89,31
68.84,1877,3,3,Pimpri,Independent House,Furnished,2,2009,Pune,17,2000,0,625.7,1.0,3667.55,Large,Mid-Range,27.27,1,3.0,2,72.89,39
83.34,1910,4,4,Whitefield,Villa,Semi-Furnished,0,2009,Bangalore,17,2000,0,477.5,1.0,4363.35,Large,Mid-Range,22.92,0,0.5,1,84.53,11
133.06,3298,2,2,Banjara Hills,Independent House,Furnished,1,1997,Hyderabad,29,1990,0,1649.0,1.0,4034.57,Extra Large,Premium,24.79,1,2.0,2,76.19,15
