property_id,location,property_type,bedrooms,bathrooms,area_sqft,price_lakhs,price_per_sqft,year_built,property_age,status,furnishing,parking,city,date_listed,date_sold,days_on_market,listing_month,listing_quarter,listing_year
535,HSR Layout,Apartment,1,3,2888,179.74,6223.81,2006,18,Sold,Semi-Furnished,1,Bangalore,2022-04-10,2022-05-28,48.0,4,2,2022
536,HSR Layout,Apartment,3,2,3316,248.95,7507.63,2023,1,Available,Furnished,0,Bangalore,2023-05-12,,,5,2,2023
537,Bannerghatta Road,Villa,4,2,3237,219.94,6794.64,2002,22,Available,Semi-Furnished,1,Bangalore,2023-07-31,,,7,3,2023
538,Koramangala,Villa,2,2,511,37.4,7319.4,2013,11,Sold,Furnished,1,Bangalore,2023-08-28,2024-02-12,168.0,8,3,2023
539,Marathahalli,Apartment,4,2,3767,231.48,6144.92,2020,4,Sold,Unfurnished,0,Bangalore,2023-11-07,2024-04-07,152.0,11,4,2023
540,Jayanagar,Plot,4,4,2071,145.55,7028.06,2017,7,Sold,Semi-Furnished,2,Bangalore,2023-01-04,2023-01-31,27.0,1,1,2023
541,Hebbal,Plot,2,4,2609,158.9,6090.59,2019,5,Available,Furnished,2,Bangalore,2023-01-31,,,1,1,2023
542,Yelahanka,Plot,2,4,3282,175.47,5346.39,2019,5,Sold,Semi-Furnished,1,Bangalore,2022-01-25,2022-06-11,137.0,1,1,2022
543,Jayanagar,Plot,3,3,2656,180.05,6778.97,2020,4,Sold,Furnished,1,Bangalore,2022-08-03,2022-10-31,89.0,8,3,2022
544,Whitefield,Independent House,3,3,3460,250.41,7237.28,2005,19,Sold,Unfurnished,0,Bangalore,2023-09-26,2023-10-15,19.0,9,3,2023
545,Jayanagar,Apartment,3,3,1865,122.9,6589.95,2019,5,Sold,Unfurnished,1,Bangalore,2022-09-09,2023-03-01,173.0,9,3,2022
546,Indiranagar,Plot,3,2,2381,191.05,8023.85,2018,6,Sold,Semi-Furnished,0,Bangalore,2022-02-27,2022-08-08,162.0,2,1,2022
547,Bannerghatta Road,Plot,4,3,2934,154.01,5249.2,2012,12,Sold,Semi-Furnished,1,Bangalore,2022-04-27,2022-09-22,148.0,4,2,2022
548,Marathahalli,Apartment,5,1,1672,107.04,6401.78,2015,9,Sold,Unfurnished,0,Bangalore,2023-06-16,2023-11-23,160.0,6,2,2023
549,Yelahanka,Apartment,2,4,3830,189.35,4943.95,2015,9,Available,Unfurnished,2,Bangalore,2022-12-24,,,12,4,2022
550,Bannerghatta Road,Apartment,2,1,3223,220.9,6853.91,2007,17,Sold,Semi-Furnished,0,Bangalore,2023-12-05,2024-05-22,169.0,12,4,2023
551,Electronic City,Apartment,2,2,3008,184.35,6128.68,2015,9,Sold,Unfurnished,2,Bangalore,2022-09-13,2022-11-13,61.0,9,3,2022
552,Yelahanka,Apartment,4,3,1376,89.9,6533.24,2004,20,Sold,Semi-Furnished,2,Bangalore,2022-06-26,2022-07-21,25.0,6,2,2022
553,Jayanagar,Villa,2,3,1188,70.01,5893.3,2012,12,Sold,Furnished,0,Bangalore,2023-06-02,2023-09-19,109.0,6,2,2023
554,Jayanagar,Independent House,3,3,3224,197.71,6132.36,2009,15,Available,Furnished,1,Bangalore,2022-02-20,,,2,1,2022
555,HSR Layout,Apartment,3,2,3919,310.22,7915.76,2007,17,Sold,Semi-Furnished,1,Bangalore,2022-11-02,2022-11-28,26.0,11,4,2022
556,Koramangala,Villa,3,3,2348,204.35,8703.18,2016,8,Sold,Furnished,1,Bangalore,2023-08-01,2023-10-29,89.0,8,3,2023
557,Indiranagar,Independent House,3,4,1829,158.21,8650.14,2001,23,Available,Semi-Furnished,0,Bangalore,2022-09-06,,,9,3,2022
558,Electronic City,Apartment,4,2,3677,218.94,5954.19,2018,6,Available,Unfurnished,1,Bangalore,2023-05-23,,,5,2,2023
559,HSR Layout,Apartment,5,2,704,50.08,7113.86,2010,14,Sold,Furnished,1,Bangalore,2022-04-05,2022-08-15,132.0,4,2,2022
560,BTM Layout,Apartment,3,2,2387,131.35,5502.93,2002,22,Sold,Unfurnished,1,Bangalore,2022-01-05,2022-04-21,106.0,1,1,2022
561,Marathahalli,Apartment,1,1,2780,185.14,6659.85,2011,13,Sold,Semi-Furnished,1,Bangalore,2022-03-14,2022-04-23,40.0,3,1,2022
562,Yelahanka,Apartment,3,2,606,37.11,6124.52,2015,9,Sold,Furnished,2,Bangalore,2022-09-10,2022-11-10,61.0,9,3,2022
563,BTM Layout,Apartment,3,2,3787,241.76,6384.03,2001,23,Available,Furnished,1,Bangalore,2023-09-15,,,9,3,2023
564,Hebbal,Apartment,3,1,3353,191.1,5699.52,2002,22,Sold,Furnished,1,Bangalore,2022-02-08,2022-03-11,31.0,2,1,2022
565,Hebbal,Apartment,3,2,3783,208.79,5519.28,2024,0,Available,Unfurnished,1,Bangalore,2022-04-21,,,4,2,2022
566,Electronic City,Villa,3,2,3142,173.27,5514.66,2009,15,Sold,Semi-Furnished,1,Bangalore,2022-11-11,2023-03-14,123.0,11,4,2022
567,Electronic City,Villa,2,1,2233,112.81,5051.85,2005,19,Sold,Furnished,0,Bangalore,2023-08-30,2024-02-12,166.0,8,3,2023
568,Hebbal,Plot,1,1,728,51.61,7088.88,2003,21,Under Negotiation,Unfurnished,1,Bangalore,2023-10-08,,,10,4,2023
569,Electronic City,Apartment,2,3,1964,114.63,5836.58,2001,23,Sold,Semi-Furnished,1,Bangalore,2022-11-22,2023-05-09,168.0,11,4,2022
570,Electronic City,Villa,2,3,2687,145.36,5409.89,2014,10,Available,Unfurnished,0,Bangalore,2023-05-26,,,5,2,2023
571,HSR Layout,Apartment,3,2,2539,192.93,7598.67,2009,15,Sold,Semi-Furnished,1,Bangalore,2023-08-19,2023-11-06,79.0,8,3,2023
572,Jayanagar,Apartment,2,2,2538,199.55,7862.61,2002,22,Sold,Unfurnished,2,Bangalore,2022-11-30,2023-04-10,131.0,11,4,2022
573,BTM Layout,Independent House,2,2,3060,201.66,6590.29,2007,17,Available,Furnished,1,Bangalore,2022-08-17,,,8,3,2022
574,Bannerghatta Road,Apartment,2,3,3950,229.35,5806.4,2013,11,Sold,Semi-Furnished,2,Bangalore,2022-10-23,2023-01-17,86.0,10,4,2022
575,Hebbal,Villa,4,2,2388,145.55,6094.9,2022,2,Sold,Semi-Furnished,1,Bangalore,2023-09-08,2024-01-04,118.0,9,3,2023
576,Indiranagar,Apartment,2,2,1702,137.67,8088.88,2007,17,Available,Furnished,2,Bangalore,2023-04-23,,,4,2,2023
577,Hebbal,Villa,5,3,3568,239.22,6704.58,2004,20,Available,Furnished,1,Bangalore,2023-06-01,,,6,2,2023
578,Sarjapur Road,Plot,2,2,1314,87.76,6678.92,2003,21,Sold,Semi-Furnished,1,Bangalore,2022-06-06,2022-08-06,61.0,6,2,2022
579,HSR Layout,Villa,3,2,3302,215.03,6512.25,2003,21,Sold,Furnished,1,Bangalore,2023-07-04,2023-11-29,148.0,7,3,2023
580,BTM Layout,Apartment,2,2,2765,177.15,6406.97,2012,12,Sold,Furnished,1,Bangalore,2023-11-14,2024-03-07,114.0,11,4,2023
581,HSR Layout,Plot,1,3,3556,288.72,8119.23,2008,16,Sold,Unfurnished,2,Bangalore,2023-02-11,2023-02-26,15.0,2,1,2023
582,Jayanagar,Independent House,4,1,3372,225.62,6690.94,2000,24,Available,Semi-Furnished,1,Bangalore,2022-11-05,,,11,4,2022
583,Yelahanka,Apartment,3,2,1074,58.41,5438.29,2019,5,Sold,Unfurnished,1,Bangalore,2023-02-22,2023-06-07,105.0,2,1,2023
584,Koramangala,Villa,1,4,1705,135.12,7924.91,2023,1,Sold,Furnished,0,Bangalore,2022-10-12,2022-12-28,77.0,10,4,2022
585,Sarjapur Road,Villa,1,3,1466,84.72,5778.99,2016,8,Under Negotiation,Furnished,1,Bangalore,2023-12-02,,,12,4,2023
586,BTM Layout,Apartment,3,1,2762,150.34,5443.24,2018,6,Sold,Unfurnished,1,Bangalore,2023-03-05,2023-04-18,44.0,3,1,2023
587,BTM Layout,Villa,2,3,3557,230.41,6477.64,2001,23,Sold,Semi-Furnished,1,Bangalore,2023-10-06,2024-02-26,143.0,10,4,2023
588,BTM Layout,Independent House,4,2,1981,106.6,5381.07,2018,6,Available,Semi-Furnished,0,Bangalore,2022-06-27,,,6,2,2022
589,Hebbal,Villa,1,2,2507,172.15,6866.84,2022,2,Available,Furnished,0,Bangalore,2023-08-02,,,8,3,2023
590,Indiranagar,Villa,2,1,2643,207.48,7850.16,2023,1,Available,Unfurnished,2,Bangalore,2022-06-14,,,6,2,2022
591,Electronic City,Apartment,2,3,2554,124.74,4883.93,2009,15,Sold,Furnished,0,Bangalore,2023-07-02,2023-08-14,43.0,7,3,2023
592,Bannerghatta Road,Villa,4,2,1245,71.23,5721.35,2001,23,Sold,Furnished,2,Bangalore,2022-09-13,2023-02-11,151.0,9,3,2022
593,Whitefield,Independent House,2,4,1887,123.46,6542.71,2023,1,Sold,Semi-Furnished,2,Bangalore,2023-12-22,2024-04-28,128.0,12,4,2023
594,Indiranagar,Apartment,3,3,1804,130.0,7206.43,2006,18,Sold,Semi-Furnished,1,Bangalore,2022-01-29,2022-06-01,123.0,1,1,2022
595,Whitefield,Apartment,1,4,2589,170.74,6594.98,2003,21,Sold,Furnished,1,Bangalore,2023-08-11,2023-11-20,101.0,8,3,2023
596,Jayanagar,Apartment,2,4,1145,80.74,7051.72,2007,17,Sold,Semi-Furnished,1,Bangalore,2023-02-05,2023-07-23,168.0,2,1,2023
597,Jayanagar,Apartment,3,1,3567,227.32,6372.87,2021,3,Available,Furnished,1,Bangalore,2022-05-29,,,5,2,2022
598,Sarjapur Road,Apartment,2,3,3354,250.37,7464.92,2007,17,Sold,Semi-Furnished,1,Bangalore,2022-03-10,2022-05-19,70.0,3,1,2022
599,Koramangala,Apartment,3,1,3815,332.32,8710.8,2010,14,Available,Unfurnished,0,Bangalore,2023-03-26,,,3,1,2023
600,Jayanagar,Apartment,2,2,560,33.75,6025.97,2010,14,Sold,Semi-Furnished,0,Bangalore,2022-04-18,2022-08-12,116.0,4,2,2022
601,Whitefield,Apartment,2,3,3364,224.81,6682.96,2016,8,Under Negotiation,Semi-Furnished,0,Bangalore,2022-08-04,,,8,3,2022
602,Indiranagar,Villa,4,3,2921,216.81,7422.54,2015,9,Available,Furnished,1,Bangalore,2023-05-04,,,5,2,2023
603,Marathahalli,Apartment,3,4,2317,156.09,6736.63,2020,4,Sold,Furnished,0,Bangalore,2023-11-19,2024-02-13,86.0,11,4,2023
604,Whitefield,Apartment,3,3,2919,201.33,6897.33,2006,18,Sold,Semi-Furnished,1,Bangalore,2022-06-01,2022-10-01,122.0,6,2,2022
605,Bannerghatta Road,Apartment,4,2,3533,214.42,6069.12,2022,2,Sold,Semi-Furnished,2,Bangalore,2023-02-01,2023-07-26,175.0,2,1,2023
606,Marathahalli,Independent House,2,2,1045,57.34,5487.36,2022,2,Sold,Semi-Furnished,2,Bangalore,2022-01-29,2022-04-15,76.0,1,1,2022
607,Jayanagar,Apartment,3,2,2924,215.81,7380.8,2009,15,Sold,Furnished,1,Bangalore,2023-11-20,2023-12-07,17.0,11,4,2023
608,BTM Layout,Apartment,2,2,931,54.04,5804.93,2000,24,Under Negotiation,Furnished,0,Bangalore,2022-05-20,,,5,2,2022
609,Sarjapur Road,Independent House,3,1,1209,82.51,6824.55,2006,18,Available,Unfurnished,1,Bangalore,2022-06-02,,,6,2,2022
610,Hebbal,Independent House,2,4,1833,111.46,6080.93,2020,4,Available,Furnished,0,Bangalore,2023-05-21,,,5,2,2023
611,Indiranagar,Plot,4,2,1226,92.16,7517.37,2016,8,Sold,Semi-Furnished,1,Bangalore,2023-02-23,2023-05-30,96.0,2,1,2023
612,Koramangala,Apartment,4,2,3691,306.08,8292.73,2014,10,Sold,Unfurnished,2,Bangalore,2022-11-19,2023-04-05,137.0,11,4,2022
613,Bannerghatta Road,Apartment,1,3,669,37.51,5606.5,2008,16,Sold,Unfurnished,1,Bangalore,2022-05-04,2022-06-25,52.0,5,2,2022
614,BTM Layout,Villa,1,2,536,32.11,5991.26,2015,9,Available,Furnished,2,Bangalore,2022-08-12,,,8,3,2022
615,Indiranagar,Plot,2,3,2496,186.73,7481.04,2012,12,Available,Semi-Furnished,2,Bangalore,2023-07-25,,,7,3,2023
616,Sarjapur Road,Apartment,2,2,2216,163.0,7355.64,2009,15,Sold,Unfurnished,0,Bangalore,2023-07-11,2023-09-21,72.0,7,3,2023
617,Yelahanka,Apartment,4,1,2910,182.4,6267.95,2020,4,Available,Furnished,2,Bangalore,2023-06-08,,,6,2,2023
618,Hebbal,Apartment,1,2,1756,121.2,6902.3,2016,8,Sold,Semi-Furnished,0,Bangalore,2022-11-22,2023-05-13,172.0,11,4,2022
619,Hebbal,Apartment,5,2,1071,71.28,6655.1,2014,10,Under Negotiation,Furnished,2,Bangalore,2022-08-30,,,8,3,2022
620,HSR Layout,Apartment,3,1,1385,114.38,8258.72,2000,24,Sold,Furnished,2,Bangalore,2023-11-18,2023-12-31,43.0,11,4,2023
621,Bannerghatta Road,Villa,2,3,1530,84.98,5554.52,2010,14,Available,Semi-Furnished,2,Bangalore,2023-06-22,,,6,2,2023
622,Whitefield,Apartment,5,2,2944,178.03,6047.12,2008,16,Sold,Unfurnished,1,Bangalore,2022-05-10,2022-08-16,98.0,5,2,2022
623,Electronic City,Apartment,4,4,1488,86.62,5821.35,2020,4,Under Negotiation,Unfurnished,2,Bangalore,2023-03-29,,,3,1,2023
624,Indiranagar,Apartment,2,3,3733,335.42,8985.39,2002,22,Sold,Unfurnished,1,Bangalore,2022-07-27,2022-09-06,41.0,7,3,2022
625,BTM Layout,Apartment,2,1,1019,66.58,6534.24,2014,10,Sold,Semi-Furnished,0,Bangalore,2023-11-24,2024-01-01,38.0,11,4,2023
626,Bannerghatta Road,Independent House,2,2,3281,200.31,6105.14,2013,11,Sold,Semi-Furnished,1,Bangalore,2023-12-27,2024-05-06,131.0,12,4,2023
627,Whitefield,Plot,2,2,571,38.82,6798.04,2020,4,Sold,Semi-Furnished,1,Bangalore,2023-06-28,2023-07-23,25.0,6,2,2023
628,Yelahanka,Independent House,3,1,713,36.28,5088.67,2018,6,Sold,Furnished,2,Bangalore,2023-08-15,2023-10-22,68.0,8,3,2023
629,Electronic City,Apartment,2,3,741,34.41,4643.79,2000,24,Sold,Furnished,1,Bangalore,2022-04-26,2022-10-11,168.0,4,2,2022
630,Electronic City,Apartment,5,2,2669,163.65,6131.51,2017,7,Available,Furnished,1,Bangalore,2022-11-13,,,11,4,2022
631,Indiranagar,Independent House,3,2,2770,244.68,8833.2,2008,16,Available,Unfurnished,1,Bangalore,2022-11-14,,,11,4,2022
632,Sarjapur Road,Apartment,3,2,3961,279.59,7058.55,2021,3,Sold,Semi-Furnished,1,Bangalore,2022-01-12,2022-04-23,101.0,1,1,2022
633,Bannerghatta Road,Apartment,4,2,1249,64.68,5178.59,2003,21,Available,Unfurnished,1,Bangalore,2023-08-17,,,8,3,2023
634,Electronic City,Villa,2,4,3420,180.16,5267.81,2002,22,Sold,Semi-Furnished,1,Bangalore,2022-07-26,2022-11-14,111.0,7,3,2022
635,Hebbal,Apartment,4,3,1456,105.15,7221.66,2023,1,Sold,Furnished,1,Bangalore,2022-06-01,2022-08-04,64.0,6,2,2022
636,Koramangala,Apartment,3,1,3413,267.5,7837.61,2003,21,Available,Unfurnished,1,Bangalore,2023-01-06,,,1,1,2023
637,Marathahalli,Independent House,2,2,2568,166.73,6492.51,2014,10,Sold,Unfurnished,1,Bangalore,2022-10-25,2022-11-22,28.0,10,4,2022
638,Whitefield,Apartment,4,2,2865,181.1,6321.28,2021,3,Available,Semi-Furnished,1,Bangalore,2022-05-10,,,5,2,2022
639,Hebbal,Apartment,2,4,2613,146.39,5602.35,2002,22,Available,Furnished,1,Bangalore,2022-10-28,,,10,4,2022
640,Hebbal,Apartment,2,1,769,47.44,6169.38,2015,9,Sold,Furnished,2,Bangalore,2022-10-03,2022-10-25,22.0,10,4,2022
641,Sarjapur Road,Independent House,2,2,1807,129.34,7157.94,2024,0,Available,Semi-Furnished,1,Bangalore,2023-09-24,,,9,3,2023
642,Bannerghatta Road,Apartment,4,2,1774,120.38,6785.89,2019,5,Sold,Furnished,1,Bangalore,2022-01-01,2022-05-14,133.0,1,1,2022
643,Indiranagar,Apartment,4,2,1508,139.19,9230.24,2018,6,Sold,Furnished,2,Bangalore,2022-05-06,2022-07-09,64.0,5,2,2022
644,Yelahanka,Villa,2,2,1418,72.18,5090.46,2011,13,Sold,Furnished,0,Bangalore,2023-01-10,2023-02-01,22.0,1,1,2023
645,Whitefield,Apartment,3,1,1881,141.97,7547.69,2004,20,Under Negotiation,Furnished,1,Bangalore,2023-03-03,,,3,1,2023
646,Marathahalli,Apartment,2,3,802,56.87,7091.3,2007,17,Available,Furnished,1,Bangalore,2022-01-01,,,1,1,2022
647,Indiranagar,Independent House,4,3,2908,228.97,7873.79,2001,23,Under Negotiation,Furnished,2,Bangalore,2023-11-19,,,11,4,2023
648,Yelahanka,Apartment,2,1,3952,242.99,6148.51,2005,19,Sold,Unfurnished,2,Bangalore,2022-10-06,2023-01-11,97.0,10,4,2022
649,Sarjapur Road,Apartment,2,2,3272,208.2,6363.23,2014,10,Available,Semi-Furnished,1,Bangalore,2023-08-28,,,8,3,2023
650,Yelahanka,Villa,3,2,2649,149.34,5637.57,2010,14,Available,Unfurnished,1,Bangalore,2022-01-03,,,1,1,2022
651,Jayanagar,Independent House,3,2,3176,221.35,6969.56,2024,0,Sold,Semi-Furnished,1,Bangalore,2022-02-12,2022-05-24,101.0,2,1,2022
652,Electronic City,Villa,3,2,520,31.91,6136.55,2022,2,Sold,Unfurnished,0,Bangalore,2023-12-16,2024-02-19,65.0,12,4,2023
653,HSR Layout,Independent House,2,1,2416,189.77,7854.54,2003,21,Sold,Furnished,1,Bangalore,2022-10-18,2023-03-17,150.0,10,4,2022
654,Marathahalli,Villa,3,2,3191,219.11,6866.59,2024,0,Sold,Furnished,2,Bangalore,2022-06-08,2022-09-01,85.0,6,2,2022
655,BTM Layout,Plot,2,4,1607,97.19,6047.7,2003,21,Sold,Unfurnished,1,Bangalore,2023-07-13,2023-11-27,137.0,7,3,2023
656,Hebbal,Villa,3,2,3597,254.2,7067.13,2008,16,Available,Furnished,1,Bangalore,2022-06-01,,,6,2,2022
657,Koramangala,Apartment,3,2,3078,268.16,8712.13,2003,21,Sold,Unfurnished,0,Bangalore,2023-03-15,2023-06-06,83.0,3,1,2023
658,Koramangala,Villa,4,2,1161,101.56,8747.66,2015,9,Sold,Furnished,1,Bangalore,2023-08-13,2023-11-12,91.0,8,3,2023
659,Yelahanka,Apartment,5,1,2077,112.75,5428.26,2021,3,Sold,Unfurnished,0,Bangalore,2022-10-29,2022-12-01,33.0,10,4,2022
660,HSR Layout,Villa,3,2,1505,102.62,6818.48,2003,21,Sold,Unfurnished,0,Bangalore,2022-03-11,2022-04-07,27.0,3,1,2022
661,Koramangala,Plot,3,1,659,50.89,7721.69,2020,4,Sold,Semi-Furnished,1,Bangalore,2022-02-27,2022-03-16,17.0,2,1,2022
662,Electronic City,Villa,5,3,1732,95.28,5500.92,2002,22,Available,Semi-Furnished,0,Bangalore,2023-07-02,,,7,3,2023
663,Jayanagar,Apartment,3,2,707,46.55,6584.47,2009,15,Sold,Semi-Furnished,1,Bangalore,2023-10-10,2023-10-27,17.0,10,4,2023
664,Hebbal,Apartment,2,4,1771,103.44,5840.82,2011,13,Sold,Unfurnished,0,Bangalore,2023-04-01,2023-05-17,46.0,4,2,2023
665,Koramangala,Villa,3,1,3056,247.53,8099.89,2013,11,Sold,Furnished,1,Bangalore,2023-03-25,2023-06-22,89.0,3,1,2023
666,Indiranagar,Apartment,2,2,810,72.53,8953.96,2005,19,Under Negotiation,Semi-Furnished,2,Bangalore,2023-05-05,,,5,2,2023
667,Bannerghatta Road,Independent House,2,3,2326,127.5,5481.57,2023,1,Sold,Unfurnished,0,Bangalore,2023-06-10,2023-09-05,87.0,6,2,2023
668,Jayanagar,Apartment,2,2,3777,259.0,6857.26,2019,5,Sold,Unfurnished,1,Bangalore,2022-10-16,2023-04-12,178.0,10,4,2022
669,Koramangala,Villa,3,1,3446,251.96,7311.79,2002,22,Sold,Furnished,1,Bangalore,2023-06-21,2023-09-22,93.0,6,2,2023
670,HSR Layout,Apartment,3,1,591,47.04,7959.13,2012,12,Under Negotiation,Unfurnished,1,Bangalore,2023-11-03,,,11,4,2023
671,Sarjapur Road,Villa,3,1,3558,269.69,7579.84,2004,20,Available,Semi-Furnished,0,Bangalore,2022-09-10,,,9,3,2022
672,BTM Layout,Apartment,2,1,648,41.12,6344.91,2008,16,Available,Furnished,0,Bangalore,2023-09-01,,,9,3,2023
673,HSR Layout,Villa,2,2,1903,146.24,7684.53,2019,5,Sold,Unfurnished,2,Bangalore,2023-04-30,2023-09-07,130.0,4,2,2023
674,Indiranagar,Apartment,2,3,2264,178.9,7902.15,2021,3,Under Negotiation,Furnished,0,Bangalore,2023-08-14,,,8,3,2023
675,Jayanagar,Plot,2,2,2612,196.53,7524.18,2012,12,Sold,Furnished,2,Bangalore,2022-06-22,2022-12-13,174.0,6,2,2022
676,HSR Layout,Apartment,2,2,2440,194.9,7987.67,2019,5,Sold,Furnished,0,Bangalore,2023-09-16,2023-12-21,96.0,9,3,2023
677,BTM Layout,Plot,3,3,3101,194.92,6285.65,2020,4,Under Negotiation,Furnished,0,Bangalore,2023-03-01,,,3,1,2023
678,Koramangala,Plot,1,2,741,69.62,9395.7,2007,17,Sold,Semi-Furnished,1,Bangalore,2022-07-19,2022-10-20,93.0,7,3,2022
679,Koramangala,Apartment,3,1,1939,142.59,7353.68,2011,13,Sold,Unfurnished,0,Bangalore,2022-02-12,2022-07-05,143.0,2,1,2022
680,Indiranagar,Apartment,1,4,2824,247.59,8767.41,2007,17,Sold,Furnished,1,Bangalore,2023-01-26,2023-03-09,42.0,1,1,2023
681,Indiranagar,Apartment,1,3,3923,362.36,9236.9,2007,17,Sold,Furnished,0,Bangalore,2022-08-11,2023-01-08,150.0,8,3,2022
682,BTM Layout,Villa,2,2,2327,120.43,5175.51,2003,21,Available,Semi-Furnished,1,Bangalore,2023-01-05,,,1,1,2023
683,Marathahalli,Plot,2,4,2921,192.66,6595.74,2012,12,Sold,Unfurnished,2,Bangalore,2023-06-07,2023-07-01,24.0,6,2,2023
684,Koramangala,Independent House,2,2,2350,182.04,7746.55,2013,11,Sold,Semi-Furnished,2,Bangalore,2023-12-26,2024-02-10,46.0,12,4,2023
685,Indiranagar,Independent House,3,2,2067,174.26,8430.65,2022,2,Available,Furnished,1,Bangalore,2023-10-23,,,10,4,2023
686,BTM Layout,Villa,3,1,2259,137.15,6071.2,2010,14,Sold,Unfurnished,1,Bangalore,2023-04-11,2023-04-27,16.0,4,2,2023
687,Jayanagar,Villa,4,2,1930,142.9,7403.89,2023,1,Sold,Semi-Furnished,1,Bangalore,2023-05-30,2023-10-09,132.0,5,2,2023
688,Indiranagar,Apartment,1,2,1804,135.02,7484.43,2004,20,Sold,Semi-Furnished,0,Bangalore,2022-09-18,2022-10-05,17.0,9,3,2022
689,Koramangala,Apartment,2,3,3020,267.98,8873.47,2009,15,Available,Unfurnished,1,Bangalore,2022-04-22,,,4,2,2022
690,Yelahanka,Villa,1,3,3113,170.41,5474.18,2011,13,Available,Furnished,2,Bangalore,2023-08-10,,,8,3,2023
691,Indiranagar,Plot,3,2,1197,88.73,7412.82,2003,21,Sold,Semi-Furnished,1,Bangalore,2022-06-03,2022-07-24,51.0,6,2,2022
692,Electronic City,Apartment,3,1,2585,143.28,5542.89,2013,11,Sold,Unfurnished,0,Bangalore,2023-05-31,2023-06-28,28.0,5,2,2023
693,Indiranagar,Apartment,3,2,3447,259.93,7540.66,2023,1,Available,Unfurnished,2,Bangalore,2022-03-01,,,3,1,2022
694,Indiranagar,Apartment,1,1,1632,132.88,8141.96,2011,13,Available,Unfurnished,1,Bangalore,2023-03-08,,,3,1,2023
695,HSR Layout,Apartment,3,2,1330,102.47,7704.61,2019,5,Sold,Unfurnished,1,Bangalore,2022-04-28,2022-06-26,59.0,4,2,2022
696,Koramangala,Apartment,3,3,2510,215.39,8581.12,2014,10,Sold,Unfurnished,1,Bangalore,2023-02-04,2023-04-28,83.0,2,1,2023
697,Yelahanka,Villa,5,1,2142,137.83,6434.64,2016,8,Sold,Semi-Furnished,1,Bangalore,2023-07-17,2023-12-25,161.0,7,3,2023
698,Marathahalli,Independent House,2,2,2456,137.71,5607.28,2019,5,Available,Semi-Furnished,1,Bangalore,2022-09-17,,,9,3,2022
699,Hebbal,Independent House,4,3,3159,192.98,6108.8,2005,19,Sold,Furnished,0,Bangalore,2023-08-19,2024-02-01,166.0,8,3,2023
700,Yelahanka,Independent House,1,1,2961,156.1,5271.72,2021,3,Sold,Furnished,2,Bangalore,2023-02-04,2023-06-04,120.0,2,1,2023
701,Yelahanka,Plot,1,2,2219,127.71,5755.44,2010,14,Sold,Unfurnished,0,Bangalore,2023-06-03,2023-08-26,84.0,6,2,2023
702,Whitefield,Villa,3,1,1443,98.79,6846.36,2006,18,Sold,Unfurnished,1,Bangalore,2022-06-14,2022-08-25,72.0,6,2,2022
703,Jayanagar,Apartment,3,1,3531,232.64,6588.48,2016,8,Sold,Unfurnished,1,Bangalore,2023-03-01,2023-08-23,175.0,3,1,2023
704,Whitefield,Villa,2,1,1097,70.32,6409.88,2022,2,Sold,Unfurnished,1,Bangalore,2022-02-12,2022-05-23,100.0,2,1,2022
705,Koramangala,Apartment,1,2,3389,250.31,7385.86,2020,4,Sold,Unfurnished,1,Bangalore,2022-05-24,2022-09-27,126.0,5,2,2022
706,Indiranagar,Villa,3,1,1817,140.1,7710.66,2009,15,Under Negotiation,Unfurnished,1,Bangalore,2022-10-04,,,10,4,2022
707,HSR Layout,Apartment,3,3,2178,145.31,6671.87,2023,1,Sold,Unfurnished,0,Bangalore,2023-01-16,2023-03-29,72.0,1,1,2023
708,Bannerghatta Road,Plot,1,1,1777,94.0,5289.85,2002,22,Under Negotiation,Semi-Furnished,1,Bangalore,2023-03-12,,,3,1,2023
709,Hebbal,Plot,2,3,806,55.24,6853.49,2010,14,Sold,Semi-Furnished,1,Bangalore,2022-06-13,2022-09-20,99.0,6,2,2022
710,BTM Layout,Plot,2,4,1627,92.25,5670.17,2017,7,Sold,Unfurnished,1,Bangalore,2023-01-22,2023-05-25,123.0,1,1,2023
711,Indiranagar,Independent House,2,2,2767,245.67,8878.52,2000,24,Sold,Semi-Furnished,1,Bangalore,2023-09-05,2023-09-23,18.0,9,3,2023
712,Electronic City,Independent House,4,1,2430,116.36,4788.34,2013,11,Sold,Unfurnished,1,Bangalore,2023-11-01,2023-11-28,27.0,11,4,2023
713,Whitefield,Apartment,4,2,746,55.0,7372.71,2004,20,Sold,Semi-Furnished,1,Bangalore,2023-01-17,2023-06-13,147.0,1,1,2023
714,Indiranagar,Apartment,4,3,1957,173.81,8881.58,2005,19,Available,Furnished,1,Bangalore,2023-04-02,,,4,2,2023
715,Jayanagar,Apartment,4,3,2321,147.65,6361.54,2015,9,Available,Unfurnished,0,Bangalore,2023-11-23,,,11,4,2023
716,Whitefield,Apartment,3,3,3500,229.01,6543.15,2022,2,Available,Semi-Furnished,2,Bangalore,2022-10-16,,,10,4,2022
717,HSR Layout,Villa,2,2,2795,221.59,7928.01,2014,10,Sold,Unfurnished,1,Bangalore,2023-10-02,2023-12-22,81.0,10,4,2023
718,HSR Layout,Independent House,2,2,1032,83.3,8071.79,2002,22,Available,Semi-Furnished,1,Bangalore,2023-02-05,,,2,1,2023
